ãCè€í°ÅuâﬂãéÇÃãCè€ÉfÅ[É^ÅEÉ_ÉEÉìÉçÅ[ÉhÅvÇÊÇËéÊìæ 2026/03/18 10:31:25

,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR,â™éR
2024/7/7,30.6,8,1,25.9,8,35.6,8,1,30.4,8,24.6,8,1,22.5,8,0,1,8,1,7.7,,8,4.3,8,1,,0,15.3,8,ìÏêº,8,1,,0
2024/7/8,30.6,8,1,26.0,8,35.1,8,1,30.6,8,25.8,8,1,22.6,8,0,1,8,1,7.4,,8,4.3,8,1,,0,13.5,8,êºìÏêº,8,1,,0
2024/7/9,28.6,8,1,26.2,8,34.3,8,1,30.7,8,25.4,8,1,22.7,8,17.5,0,8,1,7.1,,8,3.6,8,1,,0,13.6,8,êºìÏêº,8,1,,0
2024/7/10,26.9,8,1,26.3,8,30.6,8,1,30.9,8,24.4,8,1,22.9,8,30.0,0,8,1,6.8,,8,2.3,8,1,,0,8.5,8,êºìÏêº,8,1,,0
2024/7/11,25.5,8,1,26.5,8,28.2,8,1,31.1,8,23.2,8,1,23.0,8,33.0,0,8,1,6.5,,8,3.2,8,1,,0,12.5,8,ìÏêº,8,1,,0
2024/7/12,25.3,8,1,26.6,8,30.2,8,1,31.3,8,21.9,8,1,23.1,8,29.5,0,8,1,6.2,,8,2.4,8,1,,0,10.0,8,êºìÏêº,8,1,,0
2024/7/13,26.3,8,1,26.7,8,29.3,8,1,31.4,8,23.4,8,1,23.2,8,0.0,0,8,1,6.0,,8,3.0,8,1,,0,7.6,8,ìå,8,1,,0
2024/7/14,25.6,8,1,26.8,8,28.1,8,1,31.6,8,24.3,8,1,23.3,8,2.5,0,8,1,5.8,,8,2.1,8,1,,0,7.3,8,ìåñkìå,8,1,,0
2024/7/15,25.1,8,1,27.0,8,27.9,8,1,31.7,8,23.8,8,1,23.4,8,10.0,0,8,1,5.6,,8,1.8,8,1,,0,9.2,8,ìÏêº,8,1,,0
2024/7/16,26.0,8,1,27.1,8,29.0,8,1,31.9,8,23.5,8,1,23.5,8,1.0,0,8,1,5.4,,8,2.1,8,1,,0,7.5,8,ìÏêº,8,1,,0
2024/7/17,28.8,8,1,27.2,8,34.5,8,1,32.0,8,23.8,8,1,23.5,8,0.0,0,8,1,5.3,,8,2.3,8,1,,0,9.0,8,ìÏêº,8,1,,0
2024/7/18,28.4,8,1,27.3,8,33.1,8,1,32.2,8,23.6,8,1,23.6,8,0.0,0,8,1,5.1,,8,2.3,8,1,,0,6.4,8,ìå,8,1,,0
2024/7/19,30.4,8,1,27.4,8,36.2,8,1,32.3,8,25.8,8,1,23.7,8,0,1,8,1,4.8,,8,3.2,8,1,,0,13.0,8,ìÏêº,8,1,,0
2024/7/20,30.1,8,1,27.6,8,33.8,8,1,32.5,8,26.9,8,1,23.8,8,0.0,0,8,1,4.6,,8,2.9,8,1,,0,9.9,8,êºìÏêº,8,1,,0
2024/7/21,31.0,8,1,27.7,8,36.3,8,1,32.6,8,25.5,8,1,23.9,8,0,1,8,1,4.4,,8,3.4,8,1,,0,10.7,8,ìÏêº,8,1,,0
2024/7/22,31.3,8,1,27.8,8,37.1,8,1,32.7,8,26.5,8,1,24.1,8,0,1,8,1,4.2,,8,2.6,8,1,,0,9.8,8,ìÏ,8,1,,0
2024/7/23,30.3,8,1,27.9,8,36.4,8,1,32.9,8,25.0,8,1,24.2,8,0,1,8,1,3.9,,8,2.6,8,1,,0,9.6,8,ìÏìÏêº,8,1,,0
2024/7/24,29.2,8,1,28.0,8,33.4,8,1,33.0,8,24.1,8,1,24.3,8,1.5,0,8,1,3.7,,8,2.3,8,1,,0,9.1,8,êº,8,1,,0
2024/7/25,29.3,8,1,28.1,8,35.7,8,1,33.1,8,25.5,8,1,24.4,8,0,1,8,1,3.5,,8,2.6,8,1,,0,8.2,8,ñkìå,8,1,,0
2024/7/26,30.7,8,1,28.2,8,36.5,8,1,33.2,8,26.0,8,1,24.5,8,0,1,8,1,3.4,,8,2.5,8,1,,0,8.1,8,ìÏìå,8,1,,0
2024/7/27,30.9,8,1,28.3,8,35.6,8,1,33.3,8,26.6,8,1,24.6,8,0,1,8,1,3.2,,8,2.2,8,1,,0,7.1,8,ìÏ,8,1,,0
2024/7/28,31.7,8,1,28.4,8,36.9,8,1,33.4,8,26.7,8,1,24.6,8,0.0,0,8,1,3.1,,8,2.8,8,1,,0,9.2,8,ìÏêº,8,1,,0
2024/7/29,31.7,8,1,28.4,8,36.4,8,1,33.5,8,26.7,8,1,24.7,8,0,1,8,1,3.0,,8,4.8,8,1,,0,12.7,8,ìÏêº,8,1,,0
2024/7/30,31.0,8,1,28.5,8,35.1,8,1,33.6,8,26.5,8,1,24.8,8,0,1,8,1,2.9,,8,4.6,8,1,,0,12.0,8,êºìÏêº,8,1,,0
2024/7/31,31.1,8,1,28.5,8,36.5,8,1,33.7,8,26.1,8,1,24.9,8,0,1,8,1,2.9,,8,3.4,8,1,,0,9.8,8,ìÏêº,8,1,,0
2024/8/1,31.6,8,1,28.6,8,37.6,8,1,33.7,8,25.9,8,1,24.9,8,0,1,8,1,2.8,,8,2.2,8,1,,0,9.2,8,ìÏìÏêº,8,1,,0
2024/8/2,31.9,8,1,28.6,8,38.0,8,1,33.8,8,27.1,8,1,25.0,8,0,1,8,1,2.8,,8,2.3,8,1,,0,8.0,8,ìÏ,8,1,,0
2024/8/3,32.2,8,1,28.7,8,38.1,8,1,33.9,8,27.8,8,1,25.0,8,0.0,0,8,1,2.8,,8,2.5,8,1,,0,8.1,8,ìÏìÏêº,8,1,,0
2024/8/4,30.5,8,1,28.7,8,37.1,8,1,33.9,8,27.7,8,1,25.0,8,1.5,0,8,1,2.9,,8,2.2,8,1,,0,9.7,8,ñkìå,8,1,,0
2024/8/5,31.2,8,1,28.7,8,37.0,8,1,33.9,8,27.1,8,1,25.0,8,0,1,8,1,3.0,,8,2.3,8,1,,0,6.9,8,ìåìÏìå,8,1,,0
2024/8/6,30.9,8,1,28.7,8,37.0,8,1,33.9,8,27.4,8,1,25.0,8,0.0,0,8,1,3.0,,8,2.3,8,1,,0,9.3,8,ñkñkêº,8,1,,0
2024/8/7,30.8,8,1,28.7,8,37.4,8,1,33.9,8,26.4,8,1,25.0,8,0,1,8,1,3.1,,8,2.5,8,1,,0,9.0,8,ñkñkêº,8,1,,0
2024/8/8,30.3,8,1,28.6,8,36.1,8,1,33.9,8,23.9,8,1,25.0,8,0,1,8,1,3.2,,8,2.1,8,1,,0,8.4,8,ìÏìå,8,1,,0
2024/8/9,29.4,8,1,28.6,8,37.0,8,1,33.9,8,26.1,8,1,25.0,8,8.0,0,8,1,3.3,,8,2.2,8,1,,0,15.3,8,ìÏ,8,1,,0
2024/8/10,29.9,8,1,28.6,8,36.7,8,1,33.8,8,24.4,8,1,25.0,8,0,1,8,1,3.4,,8,2.6,8,1,,0,9.8,8,ñk,8,1,,0
2024/8/11,29.5,8,1,28.5,8,36.5,8,1,33.7,8,22.9,8,1,25.0,8,0,1,8,1,3.5,,8,2.4,8,1,,0,8.3,8,ìÏêº,8,1,,0
2024/8/12,29.5,8,1,28.5,8,35.9,8,1,33.7,8,24.0,8,1,24.9,8,0,1,8,1,3.5,,8,2.2,8,1,,0,6.7,8,ñk,8,1,,0
2024/8/13,30.7,8,1,28.4,8,36.8,8,1,33.6,8,24.7,8,1,24.9,8,0,1,8,1,3.6,,8,2.3,8,1,,0,6.9,8,ìÏìå,8,1,,0
2024/8/14,31.0,8,1,28.4,8,36.7,8,1,33.5,8,26.1,8,1,24.8,8,0,1,8,1,3.5,,8,2.5,8,1,,0,6.9,8,ìåñkìå,8,1,,0
2024/8/15,30.5,8,1,28.3,8,37.5,8,1,33.5,8,26.2,8,1,24.8,8,0.0,0,8,1,3.5,,8,2.3,8,1,,0,12.1,8,ñkìå,8,1,,0
2024/8/16,30.7,8,1,28.3,8,36.9,8,1,33.4,8,26.5,8,1,24.7,8,0,1,8,1,3.4,,8,3.5,8,1,,0,10.6,8,ñk,8,1,,0
2024/8/17,30.3,8,1,28.2,8,36.3,8,1,33.3,8,25.6,8,1,24.7,8,0,1,8,1,3.4,,8,2.7,8,1,,0,9.0,8,ñkñkêº,8,1,,0
2024/8/18,30.2,8,1,28.1,8,36.0,8,1,33.2,8,24.6,8,1,24.6,8,0,1,8,1,3.3,,8,2.2,8,1,,0,7.5,8,ìÏìÏìå,8,1,,0
2024/8/19,27.6,8,1,28.1,8,31.5,8,1,33.1,8,24.5,8,1,24.5,8,23.0,0,8,1,3.2,,8,2.3,8,1,,0,7.6,8,ìÏìÏêº,8,1,,0
2024/8/20,28.3,8,1,28.0,8,34.4,8,1,33.1,8,24.3,8,1,24.4,8,26.5,0,8,1,3.1,,8,1.7,8,1,,0,6.0,8,ìå,8,1,,0
2024/8/21,30.3,8,1,27.9,8,35.3,8,1,33.0,8,26.0,8,1,24.3,8,0,1,8,1,3.0,,8,1.8,8,1,,0,6.9,8,êºìÏêº,8,1,,0
2024/8/22,30.6,8,1,27.8,8,37.2,8,1,32.9,8,26.2,8,1,24.2,8,0,1,8,1,3.0,,8,2.2,8,1,,0,6.8,8,ìå,8,1,,0
2024/8/23,31.0,8,1,27.7,8,37.2,8,1,32.8,8,26.8,8,1,24.1,8,0,1,8,1,3.0,,8,2.4,8,1,,0,8.7,8,ìÏêº,8,1,,0
2024/8/24,31.1,8,1,27.6,8,36.3,8,1,32.7,8,26.9,8,1,24.0,8,0.0,0,8,1,3.0,,8,2.3,8,1,,0,8.7,8,ìÏìÏìå,8,1,,0
2024/8/25,29.8,8,1,27.5,8,34.9,8,1,32.5,8,26.7,8,1,23.9,8,0.0,0,8,1,3.1,,8,2.7,8,1,,0,9.7,8,ñk,8,1,,0
2024/8/26,30.0,8,1,27.3,8,34.8,8,1,32.4,8,25.6,8,1,23.8,8,0.0,0,8,1,3.3,,8,3.8,8,1,,0,11.7,8,ìåìÏìå,8,1,,0
2024/8/27,29.1,8,1,27.2,8,35.0,8,1,32.3,8,25.2,8,1,23.6,8,6.5,0,8,1,3.4,,8,4.1,8,1,,0,9.9,8,ìåìÏìå,8,1,,0
2024/8/28,28.3,8,1,27.1,8,34.4,8,1,32.2,8,25.1,8,1,23.5,8,0.0,0,8,1,3.6,,8,3.9,8,1,,0,10.0,8,ìå,8,1,,0
2024/8/29,25.6,8,1,26.9,8,27.5,8,1,32.0,8,24.4,8,1,23.3,8,29.5,0,8,1,3.8,,8,6.0,8,1,,0,15.7,8,ìåñkìå,8,1,,0
2024/8/30,27.2,8,1,26.8,8,31.0,8,1,31.9,8,25.5,8,1,23.2,8,15.5,0,8,1,4.0,,8,7.6,8,1,,0,16.1,8,ìå,8,1,,0
2024/8/31,28.2,8,1,26.7,8,33.8,8,1,31.8,8,23.5,8,1,23.0,8,20.0,0,8,1,4.2,,8,3.7,8,1,,0,15.7,8,ñk,8,1,,0
2024/9/1,28.7,8,1,26.5,8,34.1,8,1,31.6,8,23.2,8,1,22.9,8,0,1,8,1,4.3,,8,2.1,8,1,,0,6.7,8,ìå,8,1,,0
2024/9/2,29.4,8,1,26.4,8,34.8,8,1,31.5,8,24.7,8,1,22.7,8,0,1,8,1,4.4,,8,2.3,8,1,,0,9.1,8,ìÏ,8,1,,0
2024/9/3,27.3,8,1,26.2,8,32.9,8,1,31.4,8,23.4,8,1,22.5,8,0.0,0,8,1,4.5,,8,2.4,8,1,,0,7.6,8,êº,8,1,,0
2024/9/4,27.6,8,1,26.1,8,33.0,8,1,31.2,8,22.3,8,1,22.4,8,0,1,8,1,4.5,,8,1.9,8,1,,0,6.5,8,ìÏìÏìå,8,1,,0
2024/9/5,27.8,8,1,25.9,8,33.5,8,1,31.1,8,22.7,8,1,22.2,8,0,1,8,1,4.5,,8,2.2,8,1,,0,8.0,8,ìÏ,8,1,,0
2024/9/6,28.8,8,1,25.8,8,34.8,8,1,30.9,8,23.6,8,1,22.0,8,0,1,8,1,4.5,,8,2.0,8,1,,0,7.0,8,ìÏ,8,1,,0
2024/9/7,29.2,8,1,25.6,8,35.5,8,1,30.8,8,24.1,8,1,21.8,8,0,1,8,1,4.4,,8,2.1,8,1,,0,7.9,8,ìÏêº,8,1,,0
2024/9/8,28.6,8,1,25.5,8,35.0,8,1,30.6,8,24.6,8,1,21.7,8,9.0,0,8,1,4.3,,8,1.9,8,1,,0,11.7,8,ñkñkêº,8,1,,0
2024/9/9,29.5,8,1,25.3,8,34.3,8,1,30.5,8,25.2,8,1,21.5,8,0,1,8,1,4.3,,8,2.6,8,1,,0,7.4,8,ìÏìå,8,1,,0
2024/9/10,29.6,8,1,25.1,8,33.7,8,1,30.3,8,26.9,8,1,21.3,8,0.0,0,8,1,4.3,,8,3.8,8,1,,0,8.7,8,ìåñkìå,8,1,,0
2024/9/11,29.8,8,1,25.0,8,35.3,8,1,30.1,8,26.8,8,1,21.1,8,0,1,8,1,4.3,,8,2.7,8,1,,0,7.8,8,ñk,8,1,,0
2024/9/12,29.3,8,1,24.8,8,35.4,8,1,29.9,8,25.8,8,1,20.9,8,0,1,8,1,4.3,,8,2.2,8,1,,0,9.0,8,ñkìå,8,1,,0
2024/9/13,29.6,8,1,24.6,8,34.7,8,1,29.7,8,26.1,8,1,20.7,8,0,1,8,1,4.4,,8,2.8,8,1,,0,7.3,8,ìåñkìå,8,1,,0
2024/9/14,29.1,8,1,24.4,8,33.8,8,1,29.5,8,25.6,8,1,20.5,8,0.0,0,8,1,4.4,,8,3.2,8,1,,0,9.0,8,ìÏìå,8,1,,0
2024/9/15,29.3,8,1,24.2,8,33.0,8,1,29.3,8,26.5,8,1,20.2,8,0.5,0,8,1,4.5,,8,3.8,8,1,,0,9.7,8,ìå,8,1,,0
2024/9/16,30.3,8,1,24.0,8,35.2,8,1,29.1,8,27.2,8,1,20.0,8,0,1,8,1,4.5,,8,3.0,8,1,,0,7.4,8,ìÏìå,8,1,,0
2024/9/17,30.1,8,1,23.7,8,35.2,8,1,28.9,8,26.0,8,1,19.8,8,0,1,8,1,4.6,,8,2.6,8,1,,0,7.3,8,ìÏìå,8,1,,0
2024/9/18,29.8,8,1,23.5,8,35.2,8,1,28.6,8,25.1,8,1,19.5,8,0.0,0,8,1,4.7,,8,1.9,8,1,,0,7.2,8,ìÏìÏìå,8,1,,0
2024/9/19,30.2,8,1,23.3,8,36.2,8,1,28.4,8,26.3,8,1,19.3,8,0,1,8,1,4.7,,8,2.1,8,1,,0,7.2,8,ìÏìå,8,1,,0
2024/9/20,30.1,8,1,23.1,8,36.7,8,1,28.2,8,25.3,8,1,19.1,8,0,1,8,1,4.7,,8,2.3,8,1,,0,10.2,8,ìÏ,8,1,,0
2024/9/21,28.9,8,1,22.8,8,31.6,8,1,28.0,8,26.1,8,1,18.8,8,0.0,0,8,1,4.7,,8,2.3,8,1,,0,7.4,8,ìÏêº,8,1,,0
2024/9/22,25.9,8,1,22.6,8,28.8,8,1,27.8,8,23.0,8,1,18.6,8,8.5,0,8,1,4.7,,8,3.8,8,1,,0,12.2,8,êºìÏêº,8,1,,0
2024/9/23,23.6,8,1,22.4,8,28.6,8,1,27.6,8,19.1,8,1,18.3,8,0,1,8,1,4.7,,8,3.4,8,1,,0,12.5,8,ñkñkêº,8,1,,0
2024/9/24,23.6,8,1,22.2,8,29.5,8,1,27.4,8,18.4,8,1,18.1,8,0,1,8,1,4.7,,8,2.0,8,1,,0,5.9,8,ìåìÏìå,8,1,,0
2024/9/25,25.2,8,1,22.0,8,29.3,8,1,27.2,8,22.4,8,1,17.9,8,0.0,0,8,1,4.7,,8,2.4,8,1,,0,6.6,8,ìåñkìå,8,1,,0
2024/9/26,25.8,8,1,21.8,8,31.4,8,1,27.0,8,20.7,8,1,17.7,8,0,1,8,1,4.7,,8,2.1,8,1,,0,6.2,8,ìÏìå,8,1,,0
2024/9/27,27.1,8,1,21.6,8,32.7,8,1,26.8,8,22.3,8,1,17.5,8,0,1,8,1,4.6,,8,2.5,8,1,,0,7.6,8,ìÏìÏìå,8,1,,0
2024/9/28,26.0,8,1,21.5,8,29.9,8,1,26.6,8,23.3,8,1,17.3,8,0,1,8,1,4.5,,8,2.5,8,1,,0,9.2,8,ñkñkìå,8,1,,0
2024/9/29,24.9,8,1,21.3,8,29.3,8,1,26.5,8,21.4,8,1,17.1,8,0,1,8,1,4.4,,8,2.4,8,1,,0,7.1,8,ìÏìå,8,1,,0
2024/9/30,25.2,8,1,21.1,8,29.5,8,1,26.3,8,22.2,8,1,16.9,8,0,1,8,1,4.3,,8,2.3,8,1,,0,7.1,8,ìÏìå,8,1,,0
2024/10/1,25.8,8,1,20.9,8,32.3,8,1,26.1,8,21.3,8,1,16.7,8,0,1,8,1,4.2,,8,2.4,8,1,,0,10.1,8,ìÏìÏêº,8,1,,0
2024/10/2,22.4,8,1,20.8,8,29.3,8,1,25.9,8,18.9,8,1,16.5,8,1.5,0,8,1,4.0,,8,2.8,8,1,,0,12.3,8,ñkñkêº,8,1,,0
2024/10/3,20.8,8,1,20.6,8,23.5,8,1,25.8,8,18.6,8,1,16.4,8,48.5,0,8,1,3.8,,8,1.8,8,1,,0,6.3,8,ñkñkìå,8,1,,0
2024/10/4,21.7,8,1,20.4,8,24.3,8,1,25.6,8,20.1,8,1,16.2,8,6.5,0,8,1,3.7,,8,2.6,8,1,,0,9.9,8,êºñkêº,8,1,,0
2024/10/5,22.3,8,1,20.2,8,27.5,8,1,25.4,8,19.3,8,1,15.9,8,0.0,0,8,1,3.5,,8,2.3,8,1,,0,6.8,8,ìÏìå,8,1,,0
2024/10/6,22.9,8,1,20.1,8,28.6,8,1,25.3,8,16.7,8,1,15.7,8,0.0,0,8,1,3.3,,8,2.1,8,1,,0,6.1,8,ìÏìå,8,1,,0
2024/10/7,21.0,8,1,19.9,8,22.9,8,1,25.1,8,19.5,8,1,15.5,8,39.5,0,8,1,3.1,,8,1.9,8,1,,0,6.6,8,ñkêº,8,1,,0
2024/10/8,18.6,8,1,19.7,8,21.1,8,1,25.0,8,16.2,8,1,15.3,8,6.0,0,8,1,3.0,,8,2.1,8,1,,0,10.2,8,ñk,8,1,,0
2024/10/9,20.5,8,1,19.5,8,26.7,8,1,24.8,8,15.0,8,1,15.1,8,0.0,0,8,1,2.9,,8,2.9,8,1,,0,11.2,8,ñkìå,8,1,,0
2024/10/10,20.6,8,1,19.3,8,26.5,8,1,24.6,8,15.5,8,1,14.8,8,0,1,8,1,2.9,,8,2.5,8,1,,0,7.9,8,ñk,8,1,,0
2024/10/11,19.6,8,1,19.1,8,25.7,8,1,24.5,8,14.2,8,1,14.6,8,0,1,8,1,2.9,,8,2.2,8,1,,0,8.0,8,ñk,8,1,,0
2024/10/12,19.3,8,1,18.9,8,26.2,8,1,24.3,8,13.1,8,1,14.4,8,0,1,8,1,2.9,,8,1.5,8,1,,0,6.8,8,ìÏ,8,1,,0
2024/10/13,20.4,8,1,18.6,8,27.3,8,1,24.1,8,14.3,8,1,14.1,8,0,1,8,1,3.0,,8,1.7,8,1,,0,5.9,8,ìÏìå,8,1,,0
2024/10/14,22.1,8,1,18.4,8,27.7,8,1,23.9,8,15.9,8,1,13.8,8,0,1,8,1,3.1,,8,2.9,8,1,,0,11.5,8,ìÏìå,8,1,,0
2024/10/15,24.8,8,1,18.2,8,28.8,8,1,23.7,8,21.0,8,1,13.6,8,0,1,8,1,3.2,,8,3.1,8,1,,0,10.1,8,ìåìÏìå,8,1,,0
2024/10/16,23.7,8,1,17.9,8,28.4,8,1,23.5,8,21.2,8,1,13.3,8,0.0,0,8,1,3.3,,8,1.8,8,1,,0,5.3,8,ìÏìå,8,1,,0
2024/10/17,23.0,8,1,17.7,8,28.6,8,1,23.2,8,18.8,8,1,13.1,8,0,1,8,1,3.5,,8,2.0,8,1,,0,6.7,8,ìÏìå,8,1,,0
2024/10/18,24.1,8,1,17.5,8,29.1,8,1,23.0,8,20.4,8,1,12.8,8,0.0,0,8,1,3.6,,8,2.6,8,1,,0,8.3,8,ìåñkìå,8,1,,0
2024/10/19,21.6,8,1,17.2,8,23.6,8,1,22.8,8,17.2,8,1,12.6,8,22.5,0,8,1,3.7,,8,2.7,8,1,,0,14.9,8,ñk,8,1,,0
2024/10/20,16.8,8,1,17.0,8,21.1,8,1,22.6,8,14.0,8,1,12.4,8,0,1,8,1,3.7,,8,3.6,8,1,,0,11.7,8,ñk,8,1,,0
2024/10/21,19.2,8,1,16.8,8,24.2,8,1,22.4,8,12.7,8,1,12.1,8,0.0,0,8,1,3.7,,8,3.8,8,1,,0,11.5,8,ìåñkìå,8,1,,0
2024/10/22,20.1,8,1,16.6,8,23.1,8,1,22.1,8,17.9,8,1,11.9,8,3.0,0,8,1,3.7,,8,4.3,8,1,,0,11.4,8,ìåñkìå,8,1,,0
2024/10/23,22.4,8,1,16.3,8,27.9,8,1,21.9,8,17.0,8,1,11.7,8,7.0,0,8,1,3.6,,8,3.8,8,1,,0,13.7,8,ìÏêº,8,1,,0
2024/10/24,18.6,8,1,16.1,8,23.4,8,1,21.7,8,13.6,8,1,11.4,8,0,1,8,1,3.4,,8,1.7,8,1,,0,5.2,8,ñkñkêº,8,1,,0
2024/10/25,18.9,8,1,15.9,8,24.7,8,1,21.5,8,13.6,8,1,11.2,8,0,1,8,1,3.3,,8,2.0,8,1,,0,5.8,8,ìå,8,1,,0
2024/10/26,18.9,8,1,15.7,8,24.7,8,1,21.2,8,15.3,8,1,11.0,8,0,1,8,1,3.1,,8,1.4,8,1,,0,4.0,8,ñk,8,1,,0
2024/10/27,21.0,8,1,15.4,8,24.6,8,1,21.0,8,18.2,8,1,10.8,8,12.0,0,8,1,2.9,,8,1.7,8,1,,0,9.8,8,ñk,8,1,,0
2024/10/28,18.3,8,1,15.2,8,21.5,8,1,20.8,8,16.4,8,1,10.5,8,11.0,0,8,1,2.7,,8,2.7,8,1,,0,11.5,8,ñkñkêº,8,1,,0
2024/10/29,16.5,8,1,15.0,8,19.2,8,1,20.6,8,15.1,8,1,10.3,8,15.0,0,8,1,2.5,,8,2.0,8,1,,0,5.0,8,ñk,8,1,,0
2024/10/30,17.3,8,1,14.8,8,23.4,8,1,20.4,8,12.9,8,1,10.1,8,3.5,0,8,1,2.4,,8,2.6,8,1,,0,10.8,8,ñkñkêº,8,1,,0
2024/10/31,15.4,8,1,14.6,8,19.4,8,1,20.2,8,11.8,8,1,9.8,8,0,1,8,1,2.2,,8,1.7,8,1,,0,5.6,8,ìåñkìå,8,1,,0
2024/11/1,18.1,8,1,14.4,8,19.4,8,1,20.0,8,15.1,8,1,9.6,8,63.5,0,8,1,2.1,,8,3.0,8,1,,0,10.3,8,ìåñkìå,8,1,,0
2024/11/2,19.4,8,1,14.2,8,21.9,8,1,19.9,8,17.3,8,1,9.5,8,44.5,0,8,1,2.0,,8,4.3,8,1,,0,14.3,8,ñkñkêº,8,1,,0
2024/11/3,17.1,8,1,14.1,8,23.4,8,1,19.7,8,12.4,8,1,9.3,8,0,1,8,1,1.9,,8,2.2,8,1,,0,8.9,8,ñkìå,8,1,,0
2024/11/4,16.2,8,1,13.9,8,23.6,8,1,19.5,8,10.2,8,1,9.1,8,0.0,0,8,1,1.9,,8,1.5,8,1,,0,4.9,8,ìÏ,8,1,,0
2024/11/5,16.5,8,1,13.8,8,20.8,8,1,19.3,8,12.7,8,1,9.0,8,0.0,0,8,1,1.8,,8,2.0,8,1,,0,6.6,8,ìåìÏìå,8,1,,0
2024/11/6,13.9,8,1,13.6,8,18.5,8,1,19.2,8,10.2,8,1,8.8,8,0.0,0,8,1,1.8,,8,2.8,8,1,,0,11.4,8,ñkñkêº,8,1,,0
2024/11/7,11.9,8,1,13.4,8,15.8,8,1,19.0,8,8.0,8,1,8.6,8,0,1,8,1,1.8,,8,3.0,8,1,,0,11.2,8,ñkñkìå,8,1,,0
2024/11/8,10.5,8,1,13.3,8,16.5,8,1,18.8,8,6.5,8,1,8.5,8,0,1,8,1,1.8,,8,1.5,8,1,,0,5.0,8,ìÏ,8,1,,0
2024/11/9,12.4,8,1,13.1,8,20.4,8,1,18.6,8,5.5,8,1,8.3,8,0,1,8,1,1.8,,8,1.5,8,1,,0,4.5,8,ìåìÏìå,8,1,,0
2024/11/10,14.5,8,1,12.9,8,20.4,8,1,18.3,8,9.3,8,1,8.1,8,1.0,0,8,1,1.9,,8,1.4,8,1,,0,5.5,8,ñkñkêº,8,1,,0
2024/11/11,16.7,8,1,12.7,8,23.1,8,1,18.1,8,12.0,8,1,7.9,8,0.5,0,8,1,1.9,,8,1.9,8,1,,0,7.7,8,ñk,8,1,,0
2024/11/12,15.1,8,1,12.4,8,22.2,8,1,17.9,8,9.2,8,1,7.7,8,0,1,8,1,1.9,,8,1.8,8,1,,0,6.7,8,ìÏêº,8,1,,0
2024/11/13,15.7,8,1,12.2,8,21.8,8,1,17.6,8,10.2,8,1,7.5,8,0,1,8,1,1.9,,8,2.4,8,1,,0,7.6,8,ñkñkêº,8,1,,0
2024/11/14,14.0,8,1,12.0,8,20.0,8,1,17.4,8,7.9,8,1,7.2,8,0,1,8,1,1.9,,8,1.7,8,1,,0,5.5,8,ìÏìÏìå,8,1,,0
2024/11/15,15.7,8,1,11.7,8,18.9,8,1,17.1,8,13.7,8,1,7.0,8,0.0,0,8,1,1.9,,8,1.3,8,1,,0,4.7,8,ìå,8,1,,0
2024/11/16,16.2,8,1,11.5,8,18.3,8,1,16.9,8,13.3,8,1,6.7,8,0.0,0,8,1,1.9,,8,1.8,8,1,,0,5.0,8,ñkñkìå,8,1,,0
2024/11/17,18.4,8,1,11.2,8,22.5,8,1,16.6,8,16.1,8,1,6.5,8,0.0,0,8,1,1.9,,8,2.6,8,1,,0,10.9,8,ñk,8,1,,0
2024/11/18,13.0,8,1,11.0,8,17.4,8,1,16.4,8,9.2,8,1,6.2,8,0.0,0,8,1,1.8,,8,4.3,8,1,,0,14.6,8,ñkñkêº,8,1,,0
2024/11/19,9.4,8,1,10.8,8,13.3,8,1,16.2,8,6.4,8,1,6.0,8,0.0,0,8,1,1.8,,8,2.6,8,1,,0,8.1,8,ñkìå,8,1,,0
2024/11/20,9.4,8,1,10.6,8,15.9,8,1,16.0,8,3.9,8,1,5.8,8,0,1,8,1,1.7,,8,1.6,8,1,,0,5.6,8,ìÏìÏìå,8,1,,0
2024/11/21,11.1,8,1,10.4,8,17.9,8,1,15.8,8,5.0,8,1,5.6,8,0,1,8,1,1.6,,8,2.2,8,1,,0,7.6,8,ñkêº,8,1,,0
2024/11/22,11.3,8,1,10.2,8,18.6,8,1,15.6,8,5.6,8,1,5.5,8,0,1,8,1,1.6,,8,3.3,8,1,,0,13.7,8,êºìÏêº,8,1,,0
2024/11/23,9.4,8,1,10.1,8,13.9,8,1,15.5,8,6.0,8,1,5.3,8,0.0,0,8,1,1.6,,8,3.3,8,1,,0,12.1,8,ñkñkìå,8,1,,0
2024/11/24,8.9,8,1,10.0,8,14.7,8,1,15.3,8,3.7,8,1,5.2,8,0.0,0,8,1,1.5,,8,3.2,8,1,,0,9.4,8,ñkìå,8,1,,0
2024/11/25,8.7,8,1,9.8,8,15.9,8,1,15.2,8,2.4,8,1,5.0,8,0,1,8,1,1.5,,8,1.7,8,1,,0,6.9,8,ìåñkìå,8,1,,0
2024/11/26,12.9,8,1,9.7,8,17.8,8,1,15.0,8,6.0,8,1,4.9,8,6.5,0,8,1,1.5,,8,3.5,8,1,,0,10.7,8,ìåñkìå,8,1,,0
